	slide1	slide2	slide3	slide4	slide5	slide6	slide7	slide8	slide9	slide10
GENE10598	6,266959	6,190567	6,352926	6,107778	6,369579	6,266959	6,197805	6,233558	6,396582	6,373879
GENE10599	3,249809	3,249713	3,121747	3,18189	3,199628	3,219818	3,297692	2,986665	3,262741	3,15133
GENE10600	5,86849	6,132118	5,882006	6,194258	6,200752	6,340082	6,188281	6,123231	6,210185	6,575905
GENE10601	5,123494	4,672627	5,201413	4,820308	4,447384	5,04875	4,880768	4,561457	5,280987	5,155369
GENE10602	6,470926	5,160307	7,351712	5,822286	6,076685	5,925605	6,409559	5,9691	6,717952	6,933338
GENE10603	5,462491	5,631119	5,262399	5,387039	5,310222	5,904993	5,484901	5,536669	5,52963	5,682828
GENE10604	8,589791	12,278851	4,981337	10,535009	10,861029	9,401607	11,296913	12,499091	9,268066	10,372035
GENE10605	8,13489	8,079361	7,832866	7,978467	8,036991	7,892618	8,008995	7,925805	7,971899	8,110309
GENE10606	4,260277	3,999137	4,117906	4,024595	3,768352	4,032213	4,157903	4,157678	3,99501	4,109955
GENE10607	5,600464	5,405078	5,504136	5,458	5,189948	5,349264	5,158447	5,63725	5,327638	5,649691
GENE10608	6,05626	6,032148	6,596363	6,017486	6,272827	6,552168	5,881138	6,807703	6,559759	6,510446
GENE10609	10,216242	10,204984	10,479736	10,812439	9,662169	10,342215	10,024578	10,214944	10,050658	10,463227
GENE10610	4,918488	4,787175	4,639175	4,629757	4,454251	4,841697	4,728777	5,043216	4,837758	4,381912
GENE10611	4,767368	4,95417	4,544047	4,736495	4,706271	4,840353	4,870425	5,067329	4,662747	4,860774
GENE10612	6,332983	9,511548	6,506151	8,848938	7,613513	8,199834	8,961477	9,450865	6,887742	8,658141
GENE10613	7,527177	7,719303	7,122952	7,650259	7,450188	7,528748	7,474383	7,538508	7,059913	7,641392
GENE10614	6,770873	6,15794	7,303056	6,651589	5,698664	6,666982	6,774223	6,569614	6,827943	6,082665
GENE10615	5,788959	6,140219	6,276393	6,404214	6,2609	6,354689	6,073346	6,083947	6,399763	7,205915
GENE10616	3,542195	3,355608	3,455743	3,431685	3,397531	3,314612	3,378537	3,319601	3,29052	3,338177
GENE10617	4,266113	3,945898	3,546386	3,874246	3,939282	4,158315	4,128275	3,754989	3,739978	3,632759
GENE10618	7,49765	7,89719	8,36774	8,28344	7,37822	8,533563	7,767283	8,196596	7,784211	8,043253
GENE10619	3,835848	3,646346	4,220846	3,850321	3,442759	4,210781	3,674987	4,034159	3,966625	3,935001
GENE10620	4,429743	4,479739	4,307236	4,395875	4,524308	4,429743	4,536955	4,325542	4,311072	4,730779
GENE10621	6,380319	5,741802	7,607697	6,340175	6,39999	6,214276	6,144127	5,971626	7,185368	6,414293
GENE10622	4,043603	4,4712	4,256809	4,35545	4,053372	4,409826	4,419908	4,479697	4,37085	4,771193
GENE10623	6,70832	6,994233	6,731994	7,000368	6,994345	7,224358	6,755615	7,135303	6,835087	7,059604
GENE10624	5,651098	5,673722	5,409428	5,670768	6,10061	5,716364	5,458936	5,500086	5,713566	5,707687
GENE10625	3,186406	3,425467	3,344084	3,208784	3,269477	3,656383	3,26776	3,359873	3,101904	3,495503
GENE10626	3,020597	3,036502	3,256142	2,908365	3,258055	3,180452	3,050698	3,083491	3,201899	3,144497
GENE10627	4,719424	4,811286	5,621159	4,872703	5,029007	5,014473	5,121267	4,876238	5,385341	4,993361
GENE10628	8,011616	7,560796	8,124341	7,633	7,536119	7,538901	7,655487	7,748928	8,028099	7,70406
GENE10629	3,373381	3,292874	3,336345	3,246096	3,375042	3,541838	3,287165	3,475441	3,221688	3,414876
GENE10630	4,83086	4,836855	4,788218	5,030446	4,94608	4,831754	4,733216	4,459125	5,2968	5,3253
GENE10631	4,393186	5,281339	6,131858	5,371283	5,254554	4,836924	4,877768	4,938784	5,780485	5,264241
GENE10632	3,392531	3,391901	3,405113	3,479326	3,65204	3,685056	3,541775	3,568986	3,3668	3,678179
GENE10633	4,553996	4,376606	4,502322	4,563715	4,398127	4,614756	4,203584	4,465617	4,521853	4,595245
GENE10634	5,753865	5,788706	6,076332	5,681551	5,853138	5,822759	5,912313	5,807125	5,870059	5,574039
GENE10635	7,239985	9,623229	7,107433	8,395427	7,822674	8,252611	8,845531	9,762447	6,833465	8,093937
GENE10636	5,358298	5,577842	5,56896	5,420128	5,160928	5,608908	5,498478	5,689001	5,373231	5,466281
GENE10637	10,575762	9,959016	9,288327	10,230396	10,997008	10,112015	10,101948	9,444123	9,410127	9,561058
GENE10638	4,125628	3,94132	4,611709	4,198564	4,008008	3,924861	4,066928	4,127659	4,217578	3,560395
GENE10639	5,854901	6,374986	6,376465	6,26625	6,234909	6,137136	6,127271	6,50561	5,896934	6,428206
GENE10640	6,674671	6,050285	6,799789	6,498593	5,657882	6,173827	7,004129	6,348428	6,684418	6,018773
GENE10641	4,413116	4,455634	9,622144	4,463722	4,699768	4,365025	4,406245	5,182134	4,258348	4,013166
GENE10642	6,638616	8,443887	6,934452	7,58486	6,755198	7,389981	7,974056	8,43038	6,640691	7,309902
GENE10643	4,411237	4,757088	4,752675	4,719582	4,544962	4,854263	4,392991	4,773872	4,512873	4,779537
GENE10644	5,121897	5,359077	5,293782	5,144236	5,173854	5,369287	4,994121	5,15004	5,275283	5,244207
GENE10645	5,034842	6,883809	5,653945	5,135235	4,723803	4,591245	4,845803	4,800379	4,497493	4,911941
GENE10646	5,901709	6,67779	5,902373	6,41056	6,434473	6,28988	6,268792	6,901943	5,663679	6,563815
GENE10647	5,519191	5,546562	5,320095	5,478723	5,513037	5,488456	5,612423	5,501828	5,499462	5,565482
GENE10648	4,910937	7,51579	5,248426	6,913685	6,346478	6,584027	7,287811	7,968426	6,111114	6,643502
GENE10649	4,447039	4,267878	4,298987	4,396091	4,29374	4,266113	4,20647	4,201622	4,318064	4,319122
GENE10650	9,658985	9,859565	9,490124	9,496977	9,842258	9,519899	9,950459	9,791549	9,425609	8,638933
GENE10651	4,552153	4,526521	4,632441	4,434789	4,436473	4,426997	4,598687	4,72283	4,721097	5,077922
GENE10652	3,758597	3,892007	3,769449	3,847366	3,900706	3,776488	3,905179	3,764365	3,743868	3,754019
GENE10653	4,833198	5,51401	4,965144	4,844094	5,019001	5,122021	4,917585	5,154519	5,094616	5,24322
GENE10654	3,944125	4,177	4,011583	4,009528	4,118593	3,981356	4,007324	4,195665	4,142419	3,840454
GENE10655	3,515948	4,147188	3,668829	3,877083	3,901294	3,946143	4,147843	3,935469	3,702749	3,554916
GENE10656	6,413751	5,981336	5,706199	5,860975	6,254281	5,943434	5,994373	5,605145	5,858317	5,55597
GENE10657	4,199022	4,492929	3,818794	4,101785	4,970093	4,033434	3,901219	3,927176	5,401974	4,416423
GENE10658	5,13868	5,122437	4,905717	5,127523	4,856131	5,326333	4,80419	5,369566	5,156909	5,176527
GENE10659	6,170073	5,988688	6,63496	6,171661	6,329335	6,068423	6,179541	6,16785	6,450278	6,165429
GENE10660	3,065314	3,090976	3,148987	3,037019	3,077031	3,157237	3,107981	3,006742	3,003485	2,996142
GENE10661	5,501041	5,681844	5,313824	5,677936	5,812825	5,913417	5,38292	5,543653	5,48973	5,595863
GENE10662	6,676108	8,501345	6,477758	7,575816	7,564718	7,690958	8,082828	8,651904	6,851047	7,699217
GENE10663	4,278791	4,106627	4,392696	4,457258	4,378299	4,336606	4,317778	4,4949	4,371731	4,184942
GENE10664	3,473388	5,123519	3,812745	4,50553	3,829898	3,91453	4,157445	4,350473	4,107644	4,20627
GENE10665	4,643395	4,513075	4,904818	4,391373	4,304336	4,756218	4,674868	4,655055	4,793305	4,625267
GENE10666	7,879242	9,624524	9,568982	9,511108	9,660419	9,023659	8,704358	10,143422	8,682965	8,727164
GENE10667	6,347207	6,673951	6,544993	6,518126	6,855276	6,662798	6,390779	6,524487	6,408947	6,685437
GENE10668	3,546305	3,807581	3,587231	3,563868	3,472559	3,532471	3,606898	3,638597	3,551208	3,474683
GENE10669	5,277393	5,280359	5,286231	5,096552	5,580131	5,266857	5,281369	5,102913	5,245166	5,458653
GENE10670	4,654541	4,442714	4,437808	4,598757	4,199177	4,608151	4,200562	4,354381	4,399732	4,28148
GENE10671	4,733989	5,200058	6,433073	3,937601	7,167292	4,215692	5,102371	4,277358	7,378711	5,832742
GENE10672	4,317533	4,365006	4,146307	4,43353	4,125321	4,363274	4,482131	4,299184	4,16621	4,403034
GENE10673	3,541557	3,974989	3,65991	3,900638	4,9917	3,648449	4,205064	3,927472	3,346608	3,749328
GENE10674	7,843842	8,183126	8,595844	8,279231	7,843427	8,26	8,021431	8,454396	8,191069	8,537523
GENE10675	5,068845	5,327251	5,158729	5,167059	5,182602	5,161857	5,167059	5,258512	4,959213	5,135593
GENE10676	6,479311	7,126575	7,351712	7,61924	6,646445	8,142873	7,041522	7,111856	7,128962	7,470186
GENE10677	3,251623	4,310239	3,082266	3,971677	3,673771	3,680676	3,527115	3,831927	3,510237	3,517381
GENE10678	3,914502	4,565801	4,239081	4,403559	4,236655	4,38458	4,772893	5,343009	3,966214	4,1747
GENE10679	3,450687	3,407524	3,630235	3,735831	3,540463	3,457405	3,20695	3,442564	3,432208	3,435236
GENE10680	5,362544	5,07435	5,005416	4,793525	5,646705	4,607921	5,315248	4,713334	4,825405	4,691249
GENE10681	6,712988	8,378898	7,27865	7,677631	8,327394	7,740998	7,481403	8,081792	7,441192	7,978515
GENE10682	3,373244	3,468338	3,564384	3,394497	3,405734	3,601945	3,47113	3,435345	3,643686	3,375196
GENE10683	4,689852	4,781653	4,694111	4,880196	5,11436	4,87746	4,728777	4,732463	4,759983	4,81417
GENE10684	5,908554	9,023256	5,386272	8,056519	7,633994	7,751795	7,980354	8,670996	6,618442	7,721909
GENE10685	6,055947	7,553103	6,621135	7,025942	6,459102	7,188608	7,497808	7,58319	6,874252	7,251952
GENE10686	4,051097	4,651236	3,874675	4,633934	4,032935	4,114859	4,277721	4,668177	3,910266	4,341027
GENE10687	5,543802	5,698174	5,636109	5,387806	5,171739	5,423252	5,474372	5,356839	5,365257	5,586602
GENE10688	3,657806	3,695459	4,215332	3,939942	4,0444	3,866179	3,576454	3,738532	4,425215	4,137932
GENE10689	5,720219	5,980091	6,021419	6,202074	6,299031	6,068585	5,702992	5,565073	5,790359	6,034044
GENE10690	11,587162	11,430409	11,563477	11,831402	11,547048	11,609928	11,535529	11,927436	11,708067	11,64621
GENE10691	5,266749	5,278565	5,202642	5,237765	5,465565	5,001637	5,157079	4,866097	5,139393	5,158192
GENE10692	5,698523	8,137253	5,817637	7,574482	7,223781	7,269009	7,202026	8,250756	6,080234	7,474893
GENE10693	6,180264	5,669308	5,750783	5,662551	5,709025	5,849073	5,639748	5,679201	6,021982	5,869692
GENE10694	6,27496	6,677801	6,534026	6,404928	5,751212	6,117061	6,42308	6,664447	6,474072	6,453525
GENE10695	7,522421	10,033193	7,212293	9,344157	8,643563	9,209129	9,186071	10,533085	7,468725	8,825877
GENE10696	5,751841	6,343543	6,268073	6,0221	6,351816	6,66832	6,513242	6,049989	6,253866	6,27643
GENE10697	5,291561	6,512202	4,431048	6,211934	5,77777	5,844339	6,521484	6,860931	5,442714	5,717558
GENE10698	4,659836	5,386632	6,013426	4,82734	5,170183	5,091689	4,80183	4,954758	5,214957	5,267672
GENE10699	6,91404	9,793339	6,413686	8,911925	8,6022	8,486253	8,880631	9,942423	7,509676	8,464734
GENE10700	4,041903	3,662678	3,607717	3,57739	3,68979	3,605709	3,399617	3,914457	3,571492	3,676196
GENE10701	2,847804	3,179938	2,84802	3,032931	2,784824	2,809461	2,879297	2,965306	2,80462	2,870021
GENE10702	4,451472	4,236328	4,321194	4,14984	4,68974	4,215692	4,147602	4,12407	4,023819	4,5013
GENE10703	4,875181	5,185515	5,610654	5,254625	5,12191	5,339847	4,972051	5,26701	5,063525	5,395203
GENE10704	3,196232	3,519533	3,425467	3,240525	3,386091	3,490453	3,396386	3,391239	3,391239	3,470355
GENE10705	4,398313	4,549049	4,489738	4,691504	4,445506	4,726959	4,59912	4,492619	4,578041	4,576473
GENE10706	8,840917	8,002105	8,032007	8,461124	9,39731	8,193274	8,334974	7,929588	9,015831	8,570782
GENE10707	3,834576	3,92883	4,016879	3,864711	4,040511	3,76109	3,75563	3,80784	3,900608	3,881813
GENE10708	9,830391	9,512268	10,019504	10,135429	10,148146	9,61041	9,834119	9,577765	10,522069	9,903637
GENE10709	8,322108	8,167606	8,319668	8,45219	8,336065	8,19565	8,194003	7,989196	8,443661	8,425652
GENE10710	3,914908	3,811961	4,383666	3,989094	3,869424	3,906368	3,950858	4,043436	4,109704	4,148187
GENE10711	3,581606	3,659711	3,551047	3,439482	3,606199	3,686386	3,701022	3,651797	3,654034	3,633608
GENE10712	5,258608	5,279006	5,034577	5,200327	5,726207	5,279931	5,178236	5,545721	5,018092	5,360833
GENE10713	4,387143	4,33907	4,319374	4,425189	4,319374	4,573163	4,202368	4,290997	4,337014	4,319122
GENE10714	3,672142	3,417028	3,626797	3,346634	3,324858	3,120235	3,460438	3,114693	3,539558	3,370936
GENE10715	3,103663	3,083188	3,108093	2,903936	3,142948	2,893914	2,96773	3,085795	3,038713	2,990353
GENE10716	3,299838	3,448824	3,55761	3,443099	3,625689	3,56698	3,515911	3,506279	3,663893	3,879622
GENE10717	3,84492	4,016137	3,868502	3,651442	3,872754	3,73364	3,905179	3,887842	3,775404	3,98754
GENE10718	5,411995	5,775631	5,636431	5,576838	5,978035	5,900483	5,95252	5,791958	5,392367	5,647705
GENE10719	4,380038	4,438428	4,324403	4,450353	4,392403	4,847489	4,316927	4,572615	4,360124	4,601978
GENE10720	3,642979	3,74405	3,592116	3,77549	3,751841	3,551984	3,621283	3,639996	3,472694	3,904634
GENE10721	3,017417	3,094721	2,999238	3,114792	2,929879	3,047193	2,960063	3,050245	3,089845	2,992661
GENE10722	6,430445	6,698074	6,860119	6,80252	6,61591	6,598982	6,488347	7,192352	6,459767	6,849321
GENE10723	4,941045	5,271473	4,971562	5,099641	5,063865	5,229063	4,957093	4,974512	5,102488	5,391394
GENE10724	5,115324	5,092049	5,269665	5,060123	5,425144	5,055717	5,195254	4,875289	4,915003	5,109481
GENE10725	3,736738	4,133996	4,041166	4,016879	4,302934	4,020859	3,882565	4,016879	4,175469	4,092135
GENE10726	10,129718	11,432535	10,405408	11,03178	10,645064	11,061998	10,860392	11,706678	10,498908	11,042919
GENE10727	5,147145	5,11669	5,050171	5,097933	5,097621	4,980456	5,167386	5,054024	5,276671	5,286717
GENE10728	3,392374	3,403801	3,426808	3,297363	3,564801	3,53775	3,244361	3,701901	3,382018	3,507651
GENE10729	2,924064	2,960063	2,933243	2,916268	3,268793	2,806017	3,026243	2,832981	3,203635	2,932492
GENE10730	3,901965	3,636268	3,763035	3,68485	3,639274	3,932297	3,923712	3,850243	3,704126	3,644238
GENE10731	7,715438	7,996377	7,811162	7,823768	6,937079	8,096595	7,676301	8,054432	7,639365	7,804048
GENE10732	6,583678	7,688998	6,715895	7,121454	7,516845	7,173326	7,511831	7,432095	6,628963	7,147356
GENE10733	6,59934	6,39811	6,497984	6,311874	6,526655	6,628292	6,301332	6,109994	6,017815	6,194052
GENE10734	6,491453	7,30661	7,086392	7,344566	6,623272	7,154589	6,732675	7,561727	6,924246	7,137762
GENE10735	5,478821	5,510469	5,793628	5,711037	5,38346	5,833428	5,613457	5,537183	5,721093	5,306216
GENE10736	5,516771	7,191539	5,068702	6,115691	5,275148	5,777203	5,946432	6,223771	5,662167	5,622036
GENE10737	5,945689	5,307323	5,153276	6,533043	5,874923	5,79608	5,772357	5,303512	5,831583	6,573314
GENE10738	8,22487	7,916057	8,591066	8,339322	8,101979	8,181493	7,964769	8,243626	8,505091	8,532452
GENE10739	3,641611	3,990568	3,722662	3,926737	4,218542	3,923332	3,668198	3,744349	3,871442	4,050426
GENE10740	8,862519	9,043515	9,126102	8,771931	9,367302	8,704393	9,031148	8,391226	9,077781	9,08434
GENE10741	5,173309	5,046513	4,887442	4,835206	4,912839	5,142741	4,997784	4,907993	4,963751	4,995804
GENE10742	4,373526	4,083301	4,484858	4,009092	3,867758	4,068274	4,240286	3,892106	4,463008	3,903421
GENE10743	7,316446	7,683524	7,815416	7,528421	7,081487	7,929279	7,774294	7,770707	7,737283	7,547317
GENE10744	7,578467	6,743319	6,609646	6,54941	6,602446	6,59805	7,145793	6,977009	7,477204	6,735923
GENE10745	3,27989	3,25305	3,1483	3,38303	3,016238	3,314612	3,224886	3,269334	3,217742	3,354925
GENE10746	6,304492	5,65695	6,317595	6,564339	7,145778	6,014317	7,299202	5,718757	8,235439	6,512613
GENE10747	7,337972	7,076765	7,34523	6,986436	6,395574	7,195903	7,094257	7,094411	7,157933	6,97941
GENE10748	6,124518	6,693949	6,267089	6,330464	7,191414	6,32242	6,510846	6,456364	7,522561	6,368724
GENE10749	9,24674	8,808642	9,259671	9,090347	8,131243	9,188895	8,89435	9,247142	9,052771	9,03753
GENE10750	9,599961	9,669339	9,767198	9,499931	9,327749	9,537684	9,74664	9,563121	9,585825	9,329177
GENE10751	8,64681	8,734836	9,129834	8,709649	8,105214	9,079414	8,601356	8,904313	8,619271	9,044037
GENE10752	7,079351	6,980465	7,321086	7,296431	6,602581	7,214535	6,990097	7,208317	7,045049	7,133176
GENE10753	5,846745	5,560214	5,460514	5,482917	5,624744	5,407054	5,481423	5,607794	5,627942	5,665025
GENE10754	8,592142	7,97277	8,834941	8,409602	7,88734	8,053633	8,921794	7,788154	9,257431	8,137445
GENE10755	7,05351	10,089244	6,817668	8,747882	9,212737	8,596083	9,218232	9,905658	7,524236	8,41247
GENE10756	10,523753	10,493221	10,056349	10,313566	10,388142	10,561992	10,746198	10,067177	10,737194	10,30291
GENE10757	8,56353	8,643632	8,440141	8,853954	8,337799	9,262637	9,328774	8,066786	9,314101	9,014404
GENE10758	6,835445	7,970784	5,888602	7,408202	7,509015	6,894233	7,47598	7,998008	5,869841	7,055234
GENE10759	4,367336	4,464974	4,486907	4,271502	4,409163	4,57684	4,571176	4,499409	4,351653	4,303023
GENE10760	4,194109	4,226515	4,448283	4,231269	4,39595	4,137069	4,041676	4,070256	4,144298	4,350527
GENE10761	10,753102	11,268298	9,603449	10,836494	10,270665	10,873959	10,702284	11,187119	9,811764	10,914353
GENE10762	9,770571	9,930664	10,057459	9,747478	9,229842	9,844582	9,86003	9,867942	10,116467	9,808584
GENE10763	9,752602	10,536797	9,799867	10,383297	9,781621	10,312924	10,060581	10,333309	9,806856	10,241131
GENE10764	7,708832	7,119851	7,803538	7,469596	6,838757	7,447246	7,701071	7,224561	7,859995	7,561319
GENE10765	7,211766	7,466126	7,133709	7,336117	7,384756	7,653311	7,222847	7,222847	7,363774	7,61759
GENE10766	6,55939	6,937079	6,695044	6,789726	5,808374	6,869614	6,475317	7,46954	6,53705	6,732649
GENE10767	9,907403	9,290287	9,083313	9,742951	8,969224	9,508362	9,471509	9,521374	9,596944	9,657983
GENE10768	9,572132	9,462374	9,537735	9,507959	9,344127	9,470175	9,465791	9,55985	9,614926	9,605854
GENE10769	4,467597	4,620023	4,620993	4,512882	3,901419	4,459326	4,576422	5,049853	4,461196	4,271688
GENE10770	3,905179	4,123497	4,270458	4,044873	4,113633	4,296942	4,101777	4,296113	4,037799	3,94836
GENE10771	9,44774	8,882495	8,691303	8,93635	8,801067	8,831431	8,738484	8,645433	9,097744	8,816109
GENE10772	8,391966	7,69292	8,502071	7,902504	7,819192	7,916298	8,089244	7,855575	8,532204	8,039661
GENE10773	9,606714	10,314003	10,455914	10,108405	10,146796	9,966122	9,956807	10,112586	10,0157	10,155887
GENE10774	9,611278	9,33222	9,437289	9,474834	8,875706	9,883956	9,487313	9,501911	9,518548	9,46617
GENE10775	4,266331	3,981574	4,448513	4,202298	4,356644	4,212544	4,424952	4,331326	4,587061	4,313625
GENE10776	8,351357	7,812561	7,850842	7,843842	7,909979	7,935073	8,087381	7,922796	8,047424	7,866156
GENE10777	9,320842	8,91312	9,506639	9,092397	9,142525	9,296084	9,366818	9,216438	9,570893	9,337926
GENE10778	8,051997	8,044098	8,564483	8,33561	7,605581	7,850735	8,156745	8,1515	8,55313	8,158969
GENE10779	7,613006	8,296677	7,229831	8,045752	7,25572	7,970281	7,658255	8,792068	7,10065	7,922534
GENE10780	5,960114	6,242192	5,830136	6,096701	6,087424	6,238161	5,984765	6,096703	6,043724	6,094603
GENE10781	7,713824	8,361251	7,94917	8,125274	8,02975	8,243931	8,160775	8,479266	8,113439	8,249528
GENE10782	6,504778	6,685045	7,130313	7,107498	6,386077	7,218981	6,939311	6,630217	6,336952	6,972602
GENE10783	5,431407	5,809179	6,152107	5,671144	6,054382	5,313824	5,620665	5,82889	5,907962	6,094613
GENE10784	7,495344	7,342452	7,620625	7,411832	6,540607	7,516037	7,164796	7,68048	7,201212	7,347964
GENE10785	7,354078	7,469185	7,484274	7,357833	7,108782	7,399518	7,530113	7,477748	7,32441	7,41177
GENE10786	7,241966	8,253361	8,390439	7,414834	8,096485	7,17287	7,961074	7,790583	8,362425	7,160438
GENE10787	4,598388	4,678027	4,766136	4,620993	4,589282	4,726071	4,425125	4,804386	4,591176	4,601978
GENE10788	8,614111	9,212721	8,330848	8,749097	8,347143	8,56807	8,967725	9,300983	8,726833	8,73209
GENE10789	7,892622	7,847034	7,743582	7,802645	7,70965	7,783584	7,793631	7,920957	7,692686	7,707962
GENE10790	5,71586	6,587027	6,233105	6,576484	6,256259	6,648491	6,254625	6,672298	6,198082	6,694934
GENE10791	10,124541	10,313582	10,335013	10,26574	9,983831	10,265806	10,262341	10,250406	10,230216	10,168405
GENE10792	8,038641	7,62864	7,94033	7,393467	6,938993	7,448631	7,748247	7,67905	7,584905	7,271641
GENE10793	4,830915	4,441891	4,358229	4,067496	4,206817	5,091689	4,620055	4,220902	3,91893	4,553996
GENE10794	4,585885	4,730107	4,717887	4,426854	4,457591	4,869941	4,666688	4,598625	4,668177	4,739624
GENE10795	9,804499	9,34197	10,091288	9,521446	9,299669	9,522159	9,475194	9,692621	9,761626	9,444893
GENE10796	9,642492	9,899591	9,62132	9,916569	9,544071	10,022511	9,562391	10,201319	9,588029	9,801277
